f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
13.76463711,0.163505425,2.543022514,2.543022514,71.37198014,8.667967228,0.096642349,3.033828347,0.774617859,3.210218855,3.208101494,3.139841314,13.64040767,13.23363886,49.67541183,0.699604916,0.163505425,0.396260772,-1.780675892,1.313015075,3.23993648,3.247662271
15.73772603,0.522226899,2.552488992,2.552488992,235.9505343,26.15510529,0.40263281,2.261878209,2.722665731,3.066896901,3.060534952,2.701279773,15.78187291,13.86393098,44.72474125,2.407805557,0.522226899,1.221893945,-1.373199784,1.896914973,3.206548006,3.24218206
15.36839693,0.295258137,2.857722692,2.857722692,301.3911325,33.03368117,0.192000249,2.72694348,1.682183917,3.168997589,3.164325664,2.975674959,15.30381027,13.63258823,49.57135388,1.54124235,0.295258137,0.688428265,-1.967689502,1.945690556,3.229760326,3.245659928
24.34569616,1.022262751,2.691791806,2.691791806,310.1615774,42.74470956,0.721050006,1.177186292,5.007046085,2.933687362,2.918947958,1.789998753,24.55495891,16.86811635,58.07153793,4.48120356,1.022262751,1.824209072,-1.653041105,2.607446397,3.173071947,3.234884027
16.77546608,0.266814752,2.859097089,2.859097089,171.0981943,21.28457425,0.227663986,2.176243908,2.53873661,3.142394625,3.140083084,2.629936713,16.67621341,14.33255549,48.22723391,2.365568405,0.266814752,0.831218202,-1.965260915,2.277994337,3.225131774,3.245956696
19.94685902,0.304121462,2.99211445,2.99211445,329.0612144,38.04490201,0.252908717,1.696040143,3.413470144,3.132081099,3.128666916,2.230437087,19.84510633,15.37581681,53.07186856,3.185701448,0.304121462,0.89094033,-2.240937279,2.656440031,3.222468062,3.245390728
16.56397618,0.363920065,2.995756845,2.995756845,674.4927817,66.69258687,0.240260631,2.344266092,2.603412391,3.147609454,3.142235628,2.752174523,16.53275617,13.69430415,48.10208353,2.409639127,0.363920065,0.826287471,-2.141398716,2.392756096,3.224608789,3.244649791
31.47612078,0.467804589,2.768044648,2.768044648,220.2861989,25.07699243,0.398381968,1.911511013,3.574320736,3.061252832,3.057751278,2.472368749,31.34170742,19.79340317,90.02073383,3.251877065,0.467804589,1.234867736,-1.659155209,2.360460056,3.206479387,3.242928922
18.54203298,0.357625639,3.044387249,3.044387249,797.0007756,81.74944238,0.268315875,2.247580484,2.951606186,3.129684577,3.124773039,2.695601072,18.49698945,14.3775876,52.74676674,2.719091025,0.357625639,0.91840846,-2.093979511,2.461992807,3.221154184,3.244648612
21.3567153,0.745753835,2.840037976,2.840037976,545.343524,60.02929495,0.523943135,1.420748163,4.567218644,3.020467406,3.010209502,2.051005425,21.45609965,15.62490959,51.34802937,4.182092491,0.745753835,1.476126792,-1.835912056,2.647865134,3.194138854,3.238955317
23.71527934,0.440622272,2.919573085,2.919573085,301.6752399,34.07266664,0.388037785,1.214082366,4.361538364,3.063618879,3.061179918,1.484438521,23.65368576,16.82320115,58.4682936,4.044124767,0.440622272,1.213509935,-1.965997601,2.690620257,3.207440463,3.243327359
33.80564597,0.257220352,3.0040504,3.0040504,231.8952811,31.51326542,0.220286195,2.246721591,2.853612219,3.145417134,3.143550318,2.694377416,33.59917606,20.47184188,104.1052055,2.663851282,0.257220352,0.811396427,-2.128726486,2.464078457,3.2259197,3.246109643
